"atc","year","sex","age","nusers","ddd","users_pr_1000","ddd_pr_1000","country","drug_group"
"N06AX16",2013,"M","15-19",216,68000,1.17508172988892,369.933135986328,"DK","Other"
"N06AX17",2013,"F","5-9",0,0,0,0,"DK","Other"
"N06AX17",2013,"M","5-9",0,0,0,0,"DK","Other"
"N06AX17",2013,"F","10-14",0,0,0,0,"DK","Other"
"N06AX17",2013,"M","10-14",0,0,0,0,"DK","Other"
"N06AX17",2013,"F","15-19",0,0,0,0,"DK","Other"
"N06AX17",2013,"M","15-19",0,0,0,0,"DK","Other"
"N06AX18",2013,"F","5-9",0,0,0,0,"DK","Other"
"N06AX18",2013,"M","5-9",0,0,0,0,"DK","Other"
"N06AX18",2013,"F","10-14",0,0,0,0,"DK","Other"
"N06AX18",2013,"M","10-14",0,0,0,0,"DK","Other"
"N06AX18",2013,"F","15-19",0,0,0,0,"DK","Other"
"N06AX18",2013,"M","15-19",0,0,0,0,"DK","Other"
"N06AX21",2013,"F","5-9",0,0,0,0,"DK","Other"
"N06AX21",2013,"M","5-9",0,0,0,0,"DK","Other"
"N06AX21",2013,"F","10-14",1,0,0.00611000461503863,0,"DK","Other"
"N06AX21",2013,"M","10-14",1,0,0.00583246815949678,0,"DK","Other"
"N06AX21",2013,"F","15-19",154,30000,0.882992088794708,172.011444091797,"DK","Other"
"N06AX21",2013,"M","15-19",51,9000,0.2774498462677,48.9617385864258,"DK","Other"
"N06AX22",2013,"F","5-9",0,0,0,0,"DK","Other"
"N06AX22",2013,"M","5-9",0,0,0,0,"DK","Other"
"N06AX22",2013,"F","10-14",0,0,0,0,"DK","Other"
"N06AX22",2013,"M","10-14",0,0,0,0,"DK","Other"
"N06AX22",2013,"F","15-19",72,21000,0.412827461957932,120.408012390137,"DK","Other"
"N06AX22",2013,"M","15-19",22,4000,0.119684249162674,21.7607727050781,"DK","Other"
"N06AX23",2013,"F","5-9",0,0,0,0,"DK","Other"
"N06AX23",2013,"M","5-9",0,0,0,0,"DK","Other"
"N06AX23",2013,"F","10-14",0,0,0,0,"DK","Other"
"N06AX23",2013,"M","10-14",0,0,0,0,"DK","Other"
"N06AX23",2013,"F","15-19",0,0,0,0,"DK","Other"
"N06AX23",2013,"M","15-19",0,0,0,0,"DK","Other"
"N06AX24",2013,"F","5-9",0,0,0,0,"DK","Other"
"N06AX24",2013,"M","5-9",0,0,0,0,"DK","Other"
"N06AX24",2013,"F","10-14",0,0,0,0,"DK","Other"
"N06AX24",2013,"M","10-14",0,0,0,0,"DK","Other"
"N06AX24",2013,"F","15-19",0,0,0,0,"DK","Other"
"N06AX24",2013,"M","15-19",0,0,0,0,"DK","Other"
"N06AX25",2013,"F","5-9",0,0,0,0,"DK","Other"
"N06AX25",2013,"M","5-9",0,0,0,0,"DK","Other"
"N06AX25",2013,"F","10-14",0,0,0,0,"DK","Other"
"N06AX25",2013,"M","10-14",0,0,0,0,"DK","Other"
"N06AX25",2013,"F","15-19",0,0,0,0,"DK","Other"
"N06AX25",2013,"M","15-19",0,0,0,0,"DK","Other"
"N06AX26",2013,"F","5-9",0,0,0,0,"DK","Other"
"N06AX26",2013,"M","5-9",0,0,0,0,"DK","Other"
"N06AX26",2013,"F","10-14",0,0,0,0,"DK","Other"
"N06AX26",2013,"M","10-14",0,0,0,0,"DK","Other"
"N06AX26",2013,"F","15-19",0,0,0,0,"DK","Other"
"N06AX26",2013,"M","15-19",0,0,0,0,"DK","Other"
"N06A",2014,"F","5-9",38,7000,0.235423862934113,43.3675537109375,"DK","AD"
"N06A",2014,"M","5-9",63,10000,0.371166825294495,58.9153671264648,"DK","AD"
"N06A",2014,"F","10-14",581,202000,3.5619261264801,1238.39770507812,"DK","AD"
"N06A",2014,"M","10-14",601,201000,3.52228236198425,1178.00122070312,"DK","AD"
"N06A",2014,"F","15-19",5468,1828000,31.4766635894775,10522.9228515625,"DK","AD"
"N06A",2014,"M","15-19",2248,787000,12.2821397781372,4299.841796875,"DK","AD"
"N06AA",2014,"F","5-9",17,0,0.105321198701859,0,"DK","TCA"
"N06AA",2014,"M","5-9",29,2000,0.170854568481445,11.783073425293,"DK","TCA"
"N06AA",2014,"F","10-14",34,1000,0.208443179726601,6.13068151473999,"DK","TCA"
"N06AA",2014,"M","10-14",66,5000,0.386806398630142,29.3035144805908,"DK","TCA"
"N06AA",2014,"F","15-19",268,21000,1.54274797439575,120.886962890625,"DK","TCA"
"N06AA",2014,"M","15-19",105,10000,0.573676466941833,54.6358528137207,"DK","TCA"
"N06AA01",2014,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA01",2014,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA01",2014,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA01",2014,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA01",2014,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA01",2014,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA02",2014,"F","5-9",5,0,0.0309768225997686,0,"DK","TCA"
"N06AA02",2014,"M","5-9",22,1000,0.129613816738129,5.89153671264648,"DK","TCA"
"N06AA02",2014,"F","10-14",8,0,0.049045454710722,0,"DK","TCA"
"N06AA02",2014,"M","10-14",39,3000,0.228567406535149,17.5821075439453,"DK","TCA"
"N06AA02",2014,"F","15-19",14,0,0.0805913135409355,0,"DK","TCA"
"N06AA02",2014,"M","15-19",14,0,0.076490193605423,0,"DK","TCA"
"N06AA04",2014,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA04",2014,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA04",2014,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA04",2014,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA04",2014,"F","15-19",14,4000,0.0805913135409355,23.0260887145996,"DK","TCA"
"N06AA04",2014,"M","15-19",2,1000,0.0109271705150604,5.4635853767395,"DK","TCA"
"N06AA05",2014,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA05",2014,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA05",2014,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA05",2014,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA05",2014,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA05",2014,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA06",2014,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA06",2014,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA06",2014,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA06",2014,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA06",2014,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA06",2014,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA07",2014,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA07",2014,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA07",2014,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA07",2014,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA07",2014,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA07",2014,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA08",2014,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA08",2014,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA08",2014,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA08",2014,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA08",2014,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA08",2014,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA09",2014,"F","5-9",10,0,0.0619536451995373,0,"DK","TCA"
"N06AA09",2014,"M","5-9",6,0,0.0353492200374603,0,"DK","TCA"
"N06AA09",2014,"F","10-14",24,0,0.147136360406876,0,"DK","TCA"
"N06AA09",2014,"M","10-14",23,0,0.134796157479286,0,"DK","TCA"
"N06AA09",2014,"F","15-19",201,10000,1.15706098079681,57.5652198791504,"DK","TCA"
"N06AA09",2014,"M","15-19",70,4000,0.382450968027115,21.854341506958,"DK","TCA"
"N06AA10",2014,"F","5-9",10,0,0.0619536451995373,0,"DK","TCA"
"N06AA10",2014,"M","5-9",6,0,0.0353492200374603,0,"DK","TCA"
"N06AA10",2014,"F","10-14",8,0,0.049045454710722,0,"DK","TCA"
"N06AA10",2014,"M","10-14",18,0,0.105492651462555,0,"DK","TCA"
"N06AA10",2014,"F","15-19",71,5000,0.408713072538376,28.7826099395752,"DK","TCA"
"N06AA10",2014,"M","15-19",31,3000,0.169371142983437,16.390754699707,"DK","TCA"
"N06AA11",2014,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA11",2014,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA11",2014,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA11",2014,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA11",2014,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA11",2014,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA12",2014,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA12",2014,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA12",2014,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA12",2014,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA12",2014,"F","15-19",2,0,0.0115130441263318,0,"DK","TCA"
"N06AA12",2014,"M","15-19",2,0,0.0109271705150604,0,"DK","TCA"
"N06AA16",2014,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA16",2014,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA16",2014,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA16",2014,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA16",2014,"F","15-19",1,0,0.0057565220631659,0,"DK","TCA"
"N06AA16",2014,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA17",2014,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA17",2014,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA17",2014,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA17",2014,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA17",2014,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA17",2014,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA21",2014,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA21",2014,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA21",2014,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA21",2014,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA21",2014,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA21",2014,"M","15-19",0,0,0,0,"DK","TCA"
"N06AB",2014,"F","5-9",19,5000,0.117711931467056,30.9768238067627,"DK","SSRI"
"N06AB",2014,"M","5-9",30,9000,0.176746100187302,53.0238304138184,"DK","SSRI"
"N06AB",2014,"F","10-14",538,199000,3.2983067035675,1220.00561523438,"DK","SSRI"
"N06AB",2014,"M","10-14",527,197000,3.08859038352966,1154.55847167969,"DK","SSRI"
"N06AB",2014,"F","15-19",4520,1575000,26.0194797515869,9066.5224609375,"DK","SSRI"
"N06AB",2014,"M","15-19",1833,693000,10.0147514343262,3786.2646484375,"DK","SSRI"
"N06AB03",2014,"F","5-9",3,0,0.0185860935598612,0,"DK","SSRI"
"N06AB03",2014,"M","5-9",4,0,0.0235661473125219,0,"DK","SSRI"
"N06AB03",2014,"F","10-14",151,36000,0.925732910633087,220.704544067383,"DK","SSRI"
"N06AB03",2014,"M","10-14",101,22000,0.591930985450745,128.935455322266,"DK","SSRI"
"N06AB03",2014,"F","15-19",955,280000,5.49747848510742,1611.826171875,"DK","SSRI"
"N06AB03",2014,"M","15-19",297,87000,1.62268483638763,475.331909179688,"DK","SSRI"
"N06AB04",2014,"F","5-9",0,0,0,0,"DK","SSRI"
"N06AB04",2014,"M","5-9",0,0,0,0,"DK","SSRI"
"N06AB04",2014,"F","10-14",40,8000,0.245227262377739,49.0454521179199,"DK","SSRI"
"N06AB04",2014,"M","10-14",28,6000,0.164099678397179,35.1642150878906,"DK","SSRI"
"N06AB04",2014,"F","15-19",1157,274000,6.66029596328735,1577.287109375,"DK","SSRI"
"N06AB04",2014,"M","15-19",431,108000,2.35480523109436,590.067199707031,"DK","SSRI"
"N06AB05",2014,"F","5-9",0,0,0,0,"DK","SSRI"
"N06AB05",2014,"M","5-9",0,0,0,0,"DK","SSRI"
"N06AB05",2014,"F","10-14",0,0,0,0,"DK","SSRI"
"N06AB05",2014,"M","10-14",2,0,0.0117214052006602,0,"DK","SSRI"
"N06AB05",2014,"F","15-19",65,13000,0.374173939228058,74.8347854614258,"DK","SSRI"
"N06AB05",2014,"M","15-19",45,14000,0.24586133658886,76.4901962280273,"DK","SSRI"
"N06AB06",2014,"F","5-9",15,5000,0.0929304659366608,30.9768238067627,"DK","SSRI"
"N06AB06",2014,"M","5-9",28,6000,0.164963036775589,35.3492202758789,"DK","SSRI"
"N06AB06",2014,"F","10-14",361,152000,2.21317601203918,931.863586425781,"DK","SSRI"
"N06AB06",2014,"M","10-14",409,166000,2.39702749252319,972.876647949219,"DK","SSRI"
"N06AB06",2014,"F","15-19",2384,958000,13.7235488891602,5514.748046875,"DK","SSRI"
"N06AB06",2014,"M","15-19",1054,463000,5.75861883163452,2529.63989257812,"DK","SSRI"
"N06AB08",2014,"F","5-9",0,0,0,0,"DK","SSRI"
"N06AB08",2014,"M","5-9",0,0,0,0,"DK","SSRI"
"N06AB08",2014,"F","10-14",0,0,0,0,"DK","SSRI"
"N06AB08",2014,"M","10-14",1,0,0.00586070260033011,0,"DK","SSRI"
"N06AB08",2014,"F","15-19",2,0,0.0115130441263318,0,"DK","SSRI"
"N06AB08",2014,"M","15-19",1,0,0.00546358525753021,0,"DK","SSRI"
"N06AB10",2014,"F","5-9",1,0,0.00619536451995373,0,"DK","SSRI"
"N06AB10",2014,"M","5-9",1,0,0.00589153682813048,0,"DK","SSRI"
"N06AB10",2014,"F","10-14",5,1000,0.0306534077972174,6.13068151473999,"DK","SSRI"
"N06AB10",2014,"M","10-14",3,0,0.0175821091979742,0,"DK","SSRI"
"N06AB10",2014,"F","15-19",178,47000,1.02466094493866,270.556549072266,"DK","SSRI"
"N06AB10",2014,"M","15-19",67,19000,0.366060197353363,103.808120727539,"DK","SSRI"
"N06AF",2014,"F","5-9",0,0,0,0,"DK","N06AF"
"N06AF",2014,"M","5-9",0,0,0,0,"DK","N06AF"
"N06AF",2014,"F","10-14",0,0,0,0,"DK","N06AF"
"N06AF",2014,"M","10-14",0,0,0,0,"DK","N06AF"
"N06AF",2014,"F","15-19",1,0,0.0057565220631659,0,"DK","N06AF"
"N06AF",2014,"M","15-19",0,0,0,0,"DK","N06AF"
"N06AF01",2014,"F","5-9",0,0,0,0,"DK","N06AF"
"N06AF01",2014,"M","5-9",0,0,0,0,"DK","N06AF"
"N06AF01",2014,"F","10-14",0,0,0,0,"DK","N06AF"
"N06AF01",2014,"M","10-14",0,0,0,0,"DK","N06AF"
"N06AF01",2014,"F","15-19",1,0,0.0057565220631659,0,"DK","N06AF"
"N06AF01",2014,"M","15-19",0,0,0,0,"DK","N06AF"
"N06AF03",2014,"F","5-9",0,0,0,0,"DK","N06AF"
"N06AF03",2014,"M","5-9",0,0,0,0,"DK","N06AF"
"N06AF03",2014,"F","10-14",0,0,0,0,"DK","N06AF"
"N06AF03",2014,"M","10-14",0,0,0,0,"DK","N06AF"
"N06AF03",2014,"F","15-19",0,0,0,0,"DK","N06AF"
"N06AF03",2014,"M","15-19",0,0,0,0,"DK","N06AF"
"N06AF04N06AG",2014,"F","5-9",0,0,0,0,"DK","N06AF"
"N06AF04N06AG",2014,"M","5-9",0,0,0,0,"DK","N06AF"
"N06AF04N06AG",2014,"F","10-14",0,0,0,0,"DK","N06AF"
"N06AF04N06AG",2014,"M","10-14",0,0,0,0,"DK","N06AF"
"N06AF04N06AG",2014,"F","15-19",0,0,0,0,"DK","N06AF"
"N06AF04N06AG",2014,"M","15-19",0,0,0,0,"DK","N06AF"
"N06AG",2014,"M","15-19",1,0,0.00546358525753021,0,"DK","N06AG"
"N06AG02",2014,"F","5-9",0,0,0,0,"DK","N06AG"
"N06AG02",2014,"M","5-9",0,0,0,0,"DK","N06AG"
"N06AG02",2014,"F","10-14",0,0,0,0,"DK","N06AG"
"N06AG02",2014,"M","10-14",0,0,0,0,"DK","N06AG"
"N06AG02",2014,"F","15-19",0,0,0,0,"DK","N06AG"
"N06AG02",2014,"M","15-19",1,0,0.00546358525753021,0,"DK","N06AG"
"N06AX",2014,"F","5-9",2,1000,0.0123907290399075,6.19536447525024,"DK","Other"
"N06AX",2014,"M","5-9",4,0,0.0235661473125219,0,"DK","Other"
"N06AX",2014,"F","10-14",13,2000,0.0796988606452942,12.26136302948,"DK","Other"
"N06AX",2014,"M","10-14",13,1000,0.0761891379952431,5.8607029914856,"DK","Other"
"N06AX",2014,"F","15-19",1137,227000,6.54516553878784,1306.73046875,"DK","Other"
"N06AX",2014,"M","15-19",464,80000,2.53510355949402,437.086822509766,"DK","Other"
"N06AX01",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX01",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX01",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX01",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX01",2014,"F","15-19",0,0,0,0,"DK","Other"
"N06AX01",2014,"M","15-19",0,0,0,0,"DK","Other"
"N06AX02",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX02",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX02",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX02",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX02",2014,"F","15-19",0,0,0,0,"DK","Other"
"N06AX02",2014,"M","15-19",0,0,0,0,"DK","Other"
"N06AX03",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX03",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX03",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX03",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX03",2014,"F","15-19",87,2000,0.50081741809845,11.5130443572998,"DK","Other"
"N06AX03",2014,"M","15-19",35,1000,0.191225484013557,5.4635853767395,"DK","Other"
"N06AX05",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX05",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX05",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX05",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX05",2014,"F","15-19",0,0,0,0,"DK","Other"
"N06AX05",2014,"M","15-19",0,0,0,0,"DK","Other"
"N06AX06",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX06",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX06",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX06",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX06",2014,"F","15-19",0,0,0,0,"DK","Other"
"N06AX06",2014,"M","15-19",0,0,0,0,"DK","Other"
"N06AX09",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX09",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX09",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX09",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX09",2014,"F","15-19",0,0,0,0,"DK","Other"
"N06AX09",2014,"M","15-19",0,0,0,0,"DK","Other"
"N06AX11",2014,"F","5-9",1,0,0.00619536451995373,0,"DK","Other"
"N06AX11",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX11",2014,"F","10-14",9,0,0.0551761351525784,0,"DK","Other"
"N06AX11",2014,"M","10-14",5,0,0.0293035134673119,0,"DK","Other"
"N06AX11",2014,"F","15-19",502,43000,2.88977408409119,247.530456542969,"DK","Other"
"N06AX11",2014,"M","15-19",252,23000,1.37682342529297,125.662460327148,"DK","Other"
"N06AX12",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX12",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX12",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX12",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX12",2014,"F","15-19",6,0,0.034539133310318,0,"DK","Other"
"N06AX12",2014,"M","15-19",4,0,0.0218543410301208,0,"DK","Other"
"N06AX14",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX14",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX14",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX14",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX14",2014,"F","15-19",0,0,0,0,"DK","Other"
"N06AX14",2014,"M","15-19",0,0,0,0,"DK","Other"
"N06AX16",2014,"F","5-9",1,0,0.00619536451995373,0,"DK","Other"
"N06AX16",2014,"M","5-9",4,0,0.0235661473125219,0,"DK","Other"
"N06AX16",2014,"F","10-14",4,1000,0.024522727355361,6.13068151473999,"DK","Other"
"N06AX16",2014,"M","10-14",5,0,0.0293035134673119,0,"DK","Other"
"N06AX16",2014,"F","15-19",444,137000,2.55589580535889,788.6435546875,"DK","Other"
"N06AX16",2014,"M","15-19",142,42000,0.775829076766968,229.470581054688,"DK","Other"
"N06AX17",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX17",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX17",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX17",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX17",2014,"F","15-19",0,0,0,0,"DK","Other"
"N06AX17",2014,"M","15-19",0,0,0,0,"DK","Other"
"N06AX18",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX18",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX18",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX18",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX18",2014,"F","15-19",0,0,0,0,"DK","Other"
"N06AX18",2014,"M","15-19",1,0,0.00546358525753021,0,"DK","Other"
"N06AX21",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX21",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX21",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX21",2014,"M","10-14",1,0,0.00586070260033011,0,"DK","Other"
"N06AX21",2014,"F","15-19",138,29000,0.794400036334991,166.939147949219,"DK","Other"
"N06AX21",2014,"M","15-19",44,9000,0.240397751331329,49.1722679138184,"DK","Other"
"N06AX22",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX22",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX22",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX22",2014,"M","10-14",2,0,0.0117214052006602,0,"DK","Other"
"N06AX22",2014,"F","15-19",61,13000,0.35114786028862,74.8347854614258,"DK","Other"
"N06AX22",2014,"M","15-19",14,3000,0.076490193605423,16.390754699707,"DK","Other"
"N06AX23",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX23",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX23",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX23",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX23",2014,"F","15-19",0,0,0,0,"DK","Other"
"N06AX23",2014,"M","15-19",0,0,0,0,"DK","Other"
"N06AX24",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX24",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX24",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX24",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX24",2014,"F","15-19",0,0,0,0,"DK","Other"
"N06AX24",2014,"M","15-19",0,0,0,0,"DK","Other"
"N06AX25",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX25",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX25",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX25",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX25",2014,"F","15-19",0,0,0,0,"DK","Other"
"N06AX25",2014,"M","15-19",0,0,0,0,"DK","Other"
"N06AX26",2014,"F","5-9",0,0,0,0,"DK","Other"
"N06AX26",2014,"M","5-9",0,0,0,0,"DK","Other"
"N06AX26",2014,"F","10-14",0,0,0,0,"DK","Other"
"N06AX26",2014,"M","10-14",0,0,0,0,"DK","Other"
"N06AX26",2014,"F","15-19",8,0,0.0460521765053272,0,"DK","Other"
"N06AX26",2014,"M","15-19",4,0,0.0218543410301208,0,"DK","Other"
"N06A",2015,"F","5-9",38,5000,0.235796377062798,31.0258388519287,"DK","AD"
"N06A",2015,"M","5-9",63,11000,0.371044397354126,64.785530090332,"DK","AD"
"N06A",2015,"F","10-14",576,225000,3.53760552406311,1381.87719726562,"DK","AD"
"N06A",2015,"M","10-14",581,213000,3.40742468833923,1249.19360351562,"DK","AD"
"N06A",2015,"F","15-19",4967,1808000,28.9090003967285,10522.9462890625,"DK","AD"
"N06A",2015,"M","15-19",2038,748000,11.2541351318359,4130.5654296875,"DK","AD"
"N06AA",2015,"F","5-9",18,0,0.111693017184734,0,"DK","TCA"
"N06AA",2015,"M","5-9",33,2000,0.194356590509415,11.7791872024536,"DK","TCA"
"N06AA",2015,"F","10-14",43,1000,0.264092087745667,6.14167594909668,"DK","TCA"
"N06AA",2015,"M","10-14",74,5000,0.433992147445679,29.3237934112549,"DK","TCA"
"N06AA",2015,"F","15-19",279,20000,1.62383961677551,116.404273986816,"DK","TCA"
"N06AA",2015,"M","15-19",84,9000,0.463860303163528,49.6993179321289,"DK","TCA"
"N06AA01",2015,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA01",2015,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA01",2015,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA01",2015,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA01",2015,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA01",2015,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA02",2015,"F","5-9",5,0,0.0310258381068707,0,"DK","TCA"
"N06AA02",2015,"M","5-9",22,1000,0.129571065306664,5.88959360122681,"DK","TCA"
"N06AA02",2015,"F","10-14",14,0,0.085983470082283,0,"DK","TCA"
"N06AA02",2015,"M","10-14",44,4000,0.258049368858337,23.4590339660645,"DK","TCA"
"N06AA02",2015,"F","15-19",22,0,0.128044694662094,0,"DK","TCA"
"N06AA02",2015,"M","15-19",14,0,0.0773100554943085,0,"DK","TCA"
"N06AA04",2015,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA04",2015,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA04",2015,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA04",2015,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA04",2015,"F","15-19",9,3000,0.0523819215595722,17.4606399536133,"DK","TCA"
"N06AA04",2015,"M","15-19",2,0,0.0110442927107215,0,"DK","TCA"
"N06AA05",2015,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA05",2015,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA05",2015,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA05",2015,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA05",2015,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA05",2015,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA06",2015,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA06",2015,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA06",2015,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA06",2015,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA06",2015,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA06",2015,"M","15-19",0,0,0,0,"DK","TCA"
