"atc","year","sex","age","nusers","ddd","users_pr_1000","ddd_pr_1000","country","drug_group"
"N06A",2007,"F","5-9",43,7000,0.261958718299866,42.6444435119629,"DK","AD"
"N06A",2007,"M","5-9",98,17000,0.569542288780212,98.7981491088867,"DK","AD"
"N06A",2007,"F","10-14",653,191000,3.79951596260071,1111.34387207031,"DK","AD"
"N06A",2007,"M","10-14",581,175000,3.20657873153687,965.836975097656,"DK","AD"
"N06A",2007,"F","15-19",5578,1499000,35.5202903747559,9545.521484375,"DK","AD"
"N06A",2007,"M","15-19",2429,645000,14.6515951156616,3890.60473632812,"DK","AD"
"N06AA",2007,"F","5-9",9,0,0.0548285692930222,0,"DK","TCA"
"N06AA",2007,"M","5-9",27,0,0.156914710998535,0,"DK","TCA"
"N06AA",2007,"F","10-14",43,1000,0.25019782781601,5.81855440139771,"DK","TCA"
"N06AA",2007,"M","10-14",50,3000,0.275953412055969,16.5572052001953,"DK","TCA"
"N06AA",2007,"F","15-19",176,15000,1.1207549571991,95.5188903808594,"DK","TCA"
"N06AA",2007,"M","15-19",78,5000,0.470491737127304,30.159725189209,"DK","TCA"
"N06AA01",2007,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA01",2007,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA01",2007,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA01",2007,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA01",2007,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA01",2007,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA02",2007,"F","5-9",3,0,0.0182761903852224,0,"DK","TCA"
"N06AA02",2007,"M","5-9",17,0,0.0987981483340263,0,"DK","TCA"
"N06AA02",2007,"F","10-14",19,0,0.110552527010441,0,"DK","TCA"
"N06AA02",2007,"M","10-14",28,1000,0.154533907771111,5.51906824111938,"DK","TCA"
"N06AA02",2007,"F","15-19",32,1000,0.203773632645607,6.36792612075806,"DK","TCA"
"N06AA02",2007,"M","15-19",12,0,0.0723833441734314,0,"DK","TCA"
"N06AA04",2007,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA04",2007,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA04",2007,"F","10-14",1,0,0.00581855420023203,0,"DK","TCA"
"N06AA04",2007,"M","10-14",1,0,0.00551906833425164,0,"DK","TCA"
"N06AA04",2007,"F","15-19",8,1000,0.0509434081614017,6.36792612075806,"DK","TCA"
"N06AA04",2007,"M","15-19",4,0,0.0241277813911438,0,"DK","TCA"
"N06AA05",2007,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA05",2007,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA05",2007,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA05",2007,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA05",2007,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA05",2007,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA06",2007,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA06",2007,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA06",2007,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA06",2007,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA06",2007,"F","15-19",1,0,0.00636792602017522,0,"DK","TCA"
"N06AA06",2007,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA07",2007,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA07",2007,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA07",2007,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA07",2007,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA07",2007,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA07",2007,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA08",2007,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA08",2007,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA08",2007,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA08",2007,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA08",2007,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA08",2007,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA09",2007,"F","5-9",6,0,0.0365523807704449,0,"DK","TCA"
"N06AA09",2007,"M","5-9",9,0,0.0523049011826515,0,"DK","TCA"
"N06AA09",2007,"F","10-14",20,0,0.116371087729931,0,"DK","TCA"
"N06AA09",2007,"M","10-14",20,1000,0.110381364822388,5.51906824111938,"DK","TCA"
"N06AA09",2007,"F","15-19",111,7000,0.706839799880981,44.5754814147949,"DK","TCA"
"N06AA09",2007,"M","15-19",51,3000,0.307629197835922,18.0958347320557,"DK","TCA"
"N06AA10",2007,"F","5-9",4,0,0.0243682526051998,0,"DK","TCA"
"N06AA10",2007,"M","5-9",8,0,0.0464932471513748,0,"DK","TCA"
"N06AA10",2007,"F","10-14",10,0,0.0581855438649654,0,"DK","TCA"
"N06AA10",2007,"M","10-14",9,0,0.0496716164052486,0,"DK","TCA"
"N06AA10",2007,"F","15-19",36,6000,0.229245334863663,38.2075576782227,"DK","TCA"
"N06AA10",2007,"M","15-19",12,1000,0.0723833441734314,6.03194522857666,"DK","TCA"
"N06AA11",2007,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA11",2007,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA11",2007,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA11",2007,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA11",2007,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA11",2007,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA12",2007,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA12",2007,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA12",2007,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA12",2007,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA12",2007,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA12",2007,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA16",2007,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA16",2007,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA16",2007,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA16",2007,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA16",2007,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA16",2007,"M","15-19",2,0,0.0120638906955719,0,"DK","TCA"
"N06AA17",2007,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA17",2007,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA17",2007,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA17",2007,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA17",2007,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA17",2007,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA21",2007,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA21",2007,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA21",2007,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA21",2007,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA21",2007,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA21",2007,"M","15-19",0,0,0,0,"DK","TCA"
"N06AB",2007,"F","5-9",28,6000,0.170577764511108,36.5523796081543,"DK","SSRI"
"N06AB",2007,"M","5-9",66,15000,0.383569300174713,87.1748352050781,"DK","SSRI"
"N06AB",2007,"F","10-14",580,181000,3.37476134300232,1053.15832519531,"DK","SSRI"
"N06AB",2007,"M","10-14",516,167000,2.84783935546875,921.684448242188,"DK","SSRI"
"N06AB",2007,"F","15-19",4864,1296000,30.9735927581787,8252.83203125,"DK","SSRI"
"N06AB",2007,"M","15-19",1988,562000,11.9915065765381,3389.953125,"DK","SSRI"
"N06AB03",2007,"F","5-9",2,0,0.0121841263025999,0,"DK","SSRI"
"N06AB03",2007,"M","5-9",1,0,0.00581165589392185,0,"DK","SSRI"
"N06AB03",2007,"F","10-14",46,12000,0.267653495073318,69.8226470947266,"DK","SSRI"
"N06AB03",2007,"M","10-14",26,6000,0.143495783209801,33.1144104003906,"DK","SSRI"
"N06AB03",2007,"F","15-19",431,113000,2.74457621574402,719.575622558594,"DK","SSRI"
"N06AB03",2007,"M","15-19",126,30000,0.760025084018707,180.958358764648,"DK","SSRI"
"N06AB04",2007,"F","5-9",13,2000,0.0791968256235123,12.1841268539429,"DK","SSRI"
"N06AB04",2007,"M","5-9",27,6000,0.156914710998535,34.8699340820312,"DK","SSRI"
"N06AB04",2007,"F","10-14",193,51000,1.12298095226288,296.746276855469,"DK","SSRI"
"N06AB04",2007,"M","10-14",201,57000,1.1093327999115,314.586883544922,"DK","SSRI"
"N06AB04",2007,"F","15-19",2300,527000,14.6462297439575,3355.89697265625,"DK","SSRI"
"N06AB04",2007,"M","15-19",890,224000,5.36843109130859,1351.15576171875,"DK","SSRI"
"N06AB05",2007,"F","5-9",0,0,0,0,"DK","SSRI"
"N06AB05",2007,"M","5-9",0,0,0,0,"DK","SSRI"
"N06AB05",2007,"F","10-14",5,1000,0.0290927719324827,5.81855440139771,"DK","SSRI"
"N06AB05",2007,"M","10-14",9,3000,0.0496716164052486,16.5572052001953,"DK","SSRI"
"N06AB05",2007,"F","15-19",140,28000,0.891509652137756,178.30192565918,"DK","SSRI"
"N06AB05",2007,"M","15-19",94,23000,0.567002832889557,138.734741210938,"DK","SSRI"
"N06AB06",2007,"F","5-9",13,4000,0.0791968256235123,24.3682537078857,"DK","SSRI"
"N06AB06",2007,"M","5-9",39,9000,0.226654574275017,52.3049011230469,"DK","SSRI"
"N06AB06",2007,"F","10-14",293,97000,1.70483636856079,564.399780273438,"DK","SSRI"
"N06AB06",2007,"M","10-14",267,93000,1.47359120845795,513.273376464844,"DK","SSRI"
"N06AB06",2007,"F","15-19",1234,371000,7.8580207824707,2362.50048828125,"DK","SSRI"
"N06AB06",2007,"M","15-19",552,183000,3.32963371276855,1103.84594726562,"DK","SSRI"
"N06AB08",2007,"F","5-9",0,0,0,0,"DK","SSRI"
"N06AB08",2007,"M","5-9",0,0,0,0,"DK","SSRI"
"N06AB08",2007,"F","10-14",0,0,0,0,"DK","SSRI"
"N06AB08",2007,"M","10-14",0,0,0,0,"DK","SSRI"
"N06AB08",2007,"F","15-19",2,0,0.0127358520403504,0,"DK","SSRI"
"N06AB08",2007,"M","15-19",4,1000,0.0241277813911438,6.03194522857666,"DK","SSRI"
"N06AB10",2007,"F","5-9",0,0,0,0,"DK","SSRI"
"N06AB10",2007,"M","5-9",3,0,0.0174349676817656,0,"DK","SSRI"
"N06AB10",2007,"F","10-14",72,17000,0.418935894966125,98.9154205322266,"DK","SSRI"
"N06AB10",2007,"M","10-14",37,10000,0.204205527901649,55.1906852722168,"DK","SSRI"
"N06AB10",2007,"F","15-19",1113,251000,7.08750152587891,1598.34948730469,"DK","SSRI"
"N06AB10",2007,"M","15-19",443,103000,2.67215180397034,621.290344238281,"DK","SSRI"
"N06AF",2007,"F","5-9",0,0,0,0,"DK","N06AF"
"N06AF",2007,"M","5-9",0,0,0,0,"DK","N06AF"
"N06AF",2007,"F","10-14",0,0,0,0,"DK","N06AF"
"N06AF",2007,"M","10-14",0,0,0,0,"DK","N06AF"
"N06AF",2007,"F","15-19",0,0,0,0,"DK","N06AF"
"N06AF",2007,"M","15-19",0,0,0,0,"DK","N06AF"
"N06AF01",2007,"F","5-9",0,0,0,0,"DK","N06AF"
"N06AF01",2007,"M","5-9",0,0,0,0,"DK","N06AF"
"N06AF01",2007,"F","10-14",0,0,0,0,"DK","N06AF"
"N06AF01",2007,"M","10-14",0,0,0,0,"DK","N06AF"
"N06AF01",2007,"F","15-19",0,0,0,0,"DK","N06AF"
"N06AF01",2007,"M","15-19",0,0,0,0,"DK","N06AF"
"N06AF03",2007,"F","5-9",0,0,0,0,"DK","N06AF"
"N06AF03",2007,"M","5-9",0,0,0,0,"DK","N06AF"
"N06AF03",2007,"F","10-14",0,0,0,0,"DK","N06AF"
"N06AF03",2007,"M","10-14",0,0,0,0,"DK","N06AF"
"N06AF03",2007,"F","15-19",0,0,0,0,"DK","N06AF"
"N06AF03",2007,"M","15-19",0,0,0,0,"DK","N06AF"
"N06AF04N06AG",2007,"F","5-9",0,0,0,0,"DK","N06AF"
"N06AF04N06AG",2007,"M","5-9",0,0,0,0,"DK","N06AF"
"N06AF04N06AG",2007,"F","10-14",0,0,0,0,"DK","N06AF"
"N06AF04N06AG",2007,"M","10-14",0,0,0,0,"DK","N06AF"
"N06AF04N06AG",2007,"F","15-19",0,0,0,0,"DK","N06AF"
"N06AF04N06AG",2007,"M","15-19",0,0,0,0,"DK","N06AF"
"N06AG",2007,"F","5-9",1,0,0.00609206315129995,0,"DK","N06AG"
"N06AG",2007,"F","15-19",2,0,0.0127358520403504,0,"DK","N06AG"
"N06AG02",2007,"F","5-9",1,0,0.00609206315129995,0,"DK","N06AG"
"N06AG02",2007,"M","5-9",0,0,0,0,"DK","N06AG"
"N06AG02",2007,"F","10-14",0,0,0,0,"DK","N06AG"
"N06AG02",2007,"M","10-14",0,0,0,0,"DK","N06AG"
"N06AG02",2007,"F","15-19",2,0,0.0127358520403504,0,"DK","N06AG"
"N06AG02",2007,"M","15-19",0,0,0,0,"DK","N06AG"
"N06AX",2007,"F","5-9",5,1000,0.0304603166878223,6.09206342697144,"DK","Other"
"N06AX",2007,"M","5-9",7,0,0.0406815893948078,0,"DK","Other"
"N06AX",2007,"F","10-14",57,5000,0.331657588481903,29.0927715301514,"DK","Other"
"N06AX",2007,"M","10-14",30,4000,0.165572047233582,22.0762729644775,"DK","Other"
"N06AX",2007,"F","15-19",1105,181000,7.03655815124512,1152.59460449219,"DK","Other"
"N06AX",2007,"M","15-19",554,73000,3.34169769287109,440.332000732422,"DK","Other"
"N06AX01",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX01",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX01",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX01",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX01",2007,"F","15-19",0,0,0,0,"DK","Other"
"N06AX01",2007,"M","15-19",0,0,0,0,"DK","Other"
"N06AX02",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX02",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX02",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX02",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX02",2007,"F","15-19",0,0,0,0,"DK","Other"
"N06AX02",2007,"M","15-19",0,0,0,0,"DK","Other"
"N06AX03",2007,"F","5-9",1,0,0.00609206315129995,0,"DK","Other"
"N06AX03",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX03",2007,"F","10-14",10,0,0.0581855438649654,0,"DK","Other"
"N06AX03",2007,"M","10-14",6,0,0.0331144109368324,0,"DK","Other"
"N06AX03",2007,"F","15-19",142,3000,0.904245495796204,19.1037788391113,"DK","Other"
"N06AX03",2007,"M","15-19",81,3000,0.488587558269501,18.0958347320557,"DK","Other"
"N06AX05",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX05",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX05",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX05",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX05",2007,"F","15-19",0,0,0,0,"DK","Other"
"N06AX05",2007,"M","15-19",0,0,0,0,"DK","Other"
"N06AX06",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX06",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX06",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX06",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX06",2007,"F","15-19",0,0,0,0,"DK","Other"
"N06AX06",2007,"M","15-19",0,0,0,0,"DK","Other"
"N06AX09",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX09",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX09",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX09",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX09",2007,"F","15-19",0,0,0,0,"DK","Other"
"N06AX09",2007,"M","15-19",0,0,0,0,"DK","Other"
"N06AX11",2007,"F","5-9",1,0,0.00609206315129995,0,"DK","Other"
"N06AX11",2007,"M","5-9",7,0,0.0406815893948078,0,"DK","Other"
"N06AX11",2007,"F","10-14",30,2000,0.174556627869606,11.6371088027954,"DK","Other"
"N06AX11",2007,"M","10-14",15,1000,0.0827860236167908,5.51906824111938,"DK","Other"
"N06AX11",2007,"F","15-19",475,48000,3.02476477622986,305.660461425781,"DK","Other"
"N06AX11",2007,"M","15-19",299,31000,1.80355155467987,186.990295410156,"DK","Other"
"N06AX12",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX12",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX12",2007,"F","10-14",1,0,0.00581855420023203,0,"DK","Other"
"N06AX12",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX12",2007,"F","15-19",11,0,0.0700471848249435,0,"DK","Other"
"N06AX12",2007,"M","15-19",28,2000,0.168894469738007,12.0638904571533,"DK","Other"
"N06AX14",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX14",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX14",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX14",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX14",2007,"F","15-19",0,0,0,0,"DK","Other"
"N06AX14",2007,"M","15-19",0,0,0,0,"DK","Other"
"N06AX16",2007,"F","5-9",3,1000,0.0182761903852224,6.09206342697144,"DK","Other"
"N06AX16",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX16",2007,"F","10-14",14,2000,0.0814597606658936,11.6371088027954,"DK","Other"
"N06AX16",2007,"M","10-14",9,2000,0.0496716164052486,11.0381364822388,"DK","Other"
"N06AX16",2007,"F","15-19",393,98000,2.50259494781494,624.056762695312,"DK","Other"
"N06AX16",2007,"M","15-19",127,26000,0.766057014465332,156.830581665039,"DK","Other"
"N06AX17",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX17",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX17",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX17",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX17",2007,"F","15-19",0,0,0,0,"DK","Other"
"N06AX17",2007,"M","15-19",0,0,0,0,"DK","Other"
"N06AX18",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX18",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX18",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX18",2007,"M","10-14",1,0,0.00551906833425164,0,"DK","Other"
"N06AX18",2007,"F","15-19",8,0,0.0509434081614017,0,"DK","Other"
"N06AX18",2007,"M","15-19",2,0,0.0120638906955719,0,"DK","Other"
"N06AX21",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX21",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX21",2007,"F","10-14",2,0,0.0116371084004641,0,"DK","Other"
"N06AX21",2007,"M","10-14",1,0,0.00551906833425164,0,"DK","Other"
"N06AX21",2007,"F","15-19",193,31000,1.22900974750519,197.405700683594,"DK","Other"
"N06AX21",2007,"M","15-19",53,11000,0.319693088531494,66.3513946533203,"DK","Other"
"N06AX22",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX22",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX22",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX22",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX22",2007,"F","15-19",0,0,0,0,"DK","Other"
"N06AX22",2007,"M","15-19",0,0,0,0,"DK","Other"
"N06AX23",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX23",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX23",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX23",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX23",2007,"F","15-19",0,0,0,0,"DK","Other"
"N06AX23",2007,"M","15-19",0,0,0,0,"DK","Other"
"N06AX24",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX24",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX24",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX24",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX24",2007,"F","15-19",0,0,0,0,"DK","Other"
"N06AX24",2007,"M","15-19",0,0,0,0,"DK","Other"
"N06AX25",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX25",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX25",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX25",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX25",2007,"F","15-19",0,0,0,0,"DK","Other"
"N06AX25",2007,"M","15-19",0,0,0,0,"DK","Other"
"N06AX26",2007,"F","5-9",0,0,0,0,"DK","Other"
"N06AX26",2007,"M","5-9",0,0,0,0,"DK","Other"
"N06AX26",2007,"F","10-14",0,0,0,0,"DK","Other"
"N06AX26",2007,"M","10-14",0,0,0,0,"DK","Other"
"N06AX26",2007,"F","15-19",0,0,0,0,"DK","Other"
"N06AX26",2007,"M","15-19",0,0,0,0,"DK","Other"
"N06A",2008,"F","5-9",38,5000,0.234200701117516,30.815881729126,"DK","AD"
"N06A",2008,"M","5-9",123,23000,0.722742915153503,135.147048950195,"DK","AD"
"N06A",2008,"F","10-14",678,215000,3.95649027824402,1254.63928222656,"DK","AD"
"N06A",2008,"M","10-14",628,186000,3.47907018661499,1030.42529296875,"DK","AD"
"N06A",2008,"F","15-19",6309,1765000,38.7849960327148,10850.4541015625,"DK","AD"
"N06A",2008,"M","15-19",2649,739000,15.4373331069946,4306.60205078125,"DK","AD"
"N06AA",2008,"F","5-9",4,0,0.0246527045965195,0,"DK","TCA"
"N06AA",2008,"M","5-9",27,0,0.158650875091553,0,"DK","TCA"
"N06AA",2008,"F","10-14",32,2000,0.18673700094223,11.6710624694824,"DK","TCA"
"N06AA",2008,"M","10-14",56,3000,0.310235559940338,16.6197624206543,"DK","TCA"
"N06AA",2008,"F","15-19",209,18000,1.28484129905701,110.656188964844,"DK","TCA"
"N06AA",2008,"M","15-19",83,8000,0.483691453933716,46.6208610534668,"DK","TCA"
"N06AA01",2008,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA01",2008,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA01",2008,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA01",2008,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA01",2008,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA01",2008,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA02",2008,"F","5-9",3,0,0.0184895284473896,0,"DK","TCA"
"N06AA02",2008,"M","5-9",17,0,0.099891297519207,0,"DK","TCA"
"N06AA02",2008,"F","10-14",13,0,0.0758619084954262,0,"DK","TCA"
"N06AA02",2008,"M","10-14",27,1000,0.149577856063843,5.53992080688477,"DK","TCA"
"N06AA02",2008,"F","15-19",34,0,0.209017246961594,0,"DK","TCA"
"N06AA02",2008,"M","15-19",19,0,0.110724546015263,0,"DK","TCA"
"N06AA04",2008,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA04",2008,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA04",2008,"F","10-14",1,0,0.00583553127944469,0,"DK","TCA"
"N06AA04",2008,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA04",2008,"F","15-19",13,1000,0.0799183622002602,6.14756631851196,"DK","TCA"
"N06AA04",2008,"M","15-19",2,0,0.0116552151739597,0,"DK","TCA"
"N06AA05",2008,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA05",2008,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA05",2008,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA05",2008,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA05",2008,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA05",2008,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA06",2008,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA06",2008,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA06",2008,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA06",2008,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA06",2008,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA06",2008,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA07",2008,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA07",2008,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA07",2008,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA07",2008,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA07",2008,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA07",2008,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA08",2008,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA08",2008,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA08",2008,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA08",2008,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA08",2008,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA08",2008,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA09",2008,"F","5-9",1,0,0.00616317614912987,0,"DK","TCA"
"N06AA09",2008,"M","5-9",9,0,0.0528836250305176,0,"DK","TCA"
"N06AA09",2008,"F","10-14",15,0,0.0875329673290253,0,"DK","TCA"
"N06AA09",2008,"M","10-14",27,1000,0.149577856063843,5.53992080688477,"DK","TCA"
"N06AA09",2008,"F","15-19",131,7000,0.805331170558929,43.0329627990723,"DK","TCA"
"N06AA09",2008,"M","15-19",47,4000,0.273897558450699,23.3104305267334,"DK","TCA"
"N06AA10",2008,"F","5-9",1,0,0.00616317614912987,0,"DK","TCA"
"N06AA10",2008,"M","5-9",5,0,0.0293797925114632,0,"DK","TCA"
"N06AA10",2008,"F","10-14",5,0,0.0291776563972235,0,"DK","TCA"
"N06AA10",2008,"M","10-14",7,0,0.0387794449925423,0,"DK","TCA"
"N06AA10",2008,"F","15-19",36,8000,0.221312388777733,49.1805305480957,"DK","TCA"
"N06AA10",2008,"M","15-19",17,2000,0.0990693345665932,11.6552152633667,"DK","TCA"
"N06AA11",2008,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA11",2008,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA11",2008,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA11",2008,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA11",2008,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA11",2008,"M","15-19",0,0,0,0,"DK","TCA"
"N06AA12",2008,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA12",2008,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA12",2008,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA12",2008,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA12",2008,"F","15-19",2,0,0.0122951325029135,0,"DK","TCA"
"N06AA12",2008,"M","15-19",1,0,0.00582760758697987,0,"DK","TCA"
"N06AA16",2008,"F","5-9",0,0,0,0,"DK","TCA"
"N06AA16",2008,"M","5-9",0,0,0,0,"DK","TCA"
"N06AA16",2008,"F","10-14",0,0,0,0,"DK","TCA"
"N06AA16",2008,"M","10-14",0,0,0,0,"DK","TCA"
"N06AA16",2008,"F","15-19",0,0,0,0,"DK","TCA"
"N06AA16",2008,"M","15-19",2,0,0.0116552151739597,0,"DK","TCA"
